Age,Gender,Country,Job Title,Trading Volume per Month (USD),Deposit Volume per Month (USD),Withdrawal Volume per Month (USD),Current Balances (USD)
73,Other,USA,Wealth Manager,26010.41,4463.76,15116.61,6968.89
50,Other,India,Wealth Manager,14852.9,13080.95,631.22,31479.27
41,Other,Canada,Financial Advisor,27041.67,10156.85,18254.56,64623.23
69,Female,India,Compliance Officer,28733.56,11684.91,16035.49,44728.84
28,Other,Germany,Quantitative Analyst,28915.9,22606.54,22670.71,56525.69
66,Female,Australia,Compliance Officer,42625.22,19852.61,21882.23,96619.21
25,Female,Germany,Financial Advisor,19548.4,29062.17,18847.13,81865.68
53,Other,Japan,Market Strategist,25866.07,5605.11,1747.73,36366.96
55,Male,Germany,Trader,645.33,16320.66,27095.14,59994.46
57,Male,Australia,Financial Advisor,39498.58,13501.33,589.67,4848.3
37,Other,UK,Market Strategist,13048.44,27569.74,24107.87,45289.82
79,Other,Brazil,Portfolio Manager,40846.1,368.05,14406.42,60839.65
52,Female,Canada,Wealth Manager,13355.37,29675.65,24548.91,71471.71
65,Other,Brazil,Quantitative Analyst,638.35,14418.04,13978.84,90151.73
79,Female,Japan,Financial Advisor,7826.08,18784.91,19425.79,28305.82
42,Other,Brazil,Broker,49285.58,10833.57,10929.8,90217.04
52,Male,India,Quantitative Analyst,16058.08,25583.17,22323.18,66151.85
42,Male,China,Portfolio Manager,5530.31,16881.54,7662.58,7764.57
46,Other,USA,Analyst,6026.06,19901.19,21594.71,38033.29
35,Female,Australia,Broker,15586.1,19484.7,5841.81,47659.51
63,Male,USA,Analyst,1978.49,10951.27,21678.92,35248.73
35,Female,Australia,Broker,25623.28,2325.93,8845.46,11593.97
19,Other,Canada,Quantitative Analyst,10765.67,24240.8,8395.02,55158.46
71,Other,Brazil,Broker,26013.6,8726.99,24354.24,13175.34
52,Male,Canada,Quantitative Analyst,7124.13,25475.46,24420.09,91502.72
33,Other,Germany,Trader,21549.88,18278.86,20757.5,86525.31
78,Male,Germany,Analyst,29936.05,10643.43,27721.06,47521.57
58,Female,USA,Risk Manager,3193.8,17847.7,4728.0,6774.86
53,Male,France,Portfolio Manager,19997.59,19382.51,8116.17,55220.54
50,Male,France,Broker,15195.94,21215.17,8855.72,59223.67
21,Female,China,Quantitative Analyst,12093.95,24679.03,9193.33,88842.28
50,Male,France,Portfolio Manager,30266.28,4834.66,9874.56,6751.75
31,Male,Japan,Market Strategist,29468.25,28327.12,20925.42,69210.48
38,Other,India,Compliance Officer,31571.92,12354.68,8159.21,56280.49
65,Female,India,Broker,8028.25,25820.49,8613.37,17477.45
37,Male,Germany,Financial Advisor,14356.89,6653.36,17133.92,12173.34
73,Female,France,Wealth Manager,10562.97,919.42,5841.1,69395.08
25,Female,China,Risk Manager,27071.13,17221.65,10978.38,33982.09
24,Male,Australia,Trader,23107.18,9773.76,1785.31,99993.97
20,Other,Germany,Quantitative Analyst,16581.66,29534.64,28578.79,89400.32
34,Female,Canada,Quantitative Analyst,39322.14,3178.38,9553.36,56571.75
50,Male,France,Compliance Officer,4789.29,1466.72,25508.76,64173.16
65,Female,Germany,Compliance Officer,48747.34,1398.28,15921.87,15888.66
29,Other,France,Risk Manager,5915.55,6545.37,6884.95,89400.47
76,Other,Japan,Broker,38676.23,17396.77,5843.16,45893.38
68,Other,China,Analyst,18474.69,15191.62,20864.07,52135.4
39,Male,USA,Compliance Officer,43276.59,10534.77,28947.82,87312.91
72,Male,UK,Market Strategist,3801.08,2709.35,5532.94,625.03
39,Other,China,Compliance Officer,18798.61,7050.43,3506.87,49434.66
63,Male,France,Financial Advisor,16838.63,5565.2,11643.63,62676.67
47,Other,Canada,Market Strategist,49658.54,22382.72,11844.63,15931.0
55,Male,Canada,Analyst,49278.89,23409.39,24197.28,6830.04
55,Other,USA,Financial Advisor,9571.22,23321.57,14093.23,53493.41
62,Female,Brazil,Financial Advisor,31534.35,29072.76,1920.71,54752.91
68,Other,Canada,Risk Manager,26822.42,26532.93,27624.0,33025.05
71,Other,Germany,Compliance Officer,7803.24,14959.25,11226.98,88223.13
25,Male,Canada,Portfolio Manager,8472.21,12477.33,20072.53,30108.46
44,Male,UK,Market Strategist,49463.66,27477.27,20041.27,51647.95
44,Male,USA,Trader,22691.23,18356.2,1737.45,18671.5
51,Male,Germany,Portfolio Manager,6377.48,8867.24,157.96,1116.03
38,Male,France,Wealth Manager,10818.02,16955.7,2686.71,42602.79
47,Male,China,Trader,13490.57,29764.88,28698.11,52694.84
50,Female,USA,Broker,25594.77,25491.63,23830.09,76467.99
45,Other,UK,Analyst,16843.85,8474.33,4003.77,44877.2
64,Other,India,Risk Manager,22805.09,28590.99,18465.35,27873.22
50,Other,UK,Portfolio Manager,8408.33,29444.79,18378.61,60423.67
22,Female,Australia,Compliance Officer,16403.76,6973.45,66.74,38117.52
77,Other,Australia,Analyst,3608.8,26872.98,12900.47,23342.47
78,Female,India,Financial Advisor,44496.54,26501.92,21367.68,91034.8
65,Female,Japan,Market Strategist,10017.75,1240.62,5644.45,53669.08
36,Female,Canada,Wealth Manager,37869.32,20107.19,25534.57,20047.73
21,Other,China,Risk Manager,17542.63,9193.16,19826.13,67091.13
52,Female,Brazil,Financial Advisor,23772.43,20254.65,257.38,80307.76
66,Other,Brazil,Analyst,14633.93,27411.08,25654.68,75853.38
34,Other,China,Market Strategist,34852.42,14988.44,631.03,59953.74
61,Male,UK,Wealth Manager,42242.87,12461.66,26643.47,51962.16
45,Male,India,Financial Advisor,14384.88,27649.86,10044.88,77732.37
47,Female,India,Wealth Manager,12186.66,29224.74,20974.58,70812.22
46,Female,France,Analyst,34103.87,1913.98,23633.56,57147.71
63,Other,USA,Compliance Officer,9838.14,27689.3,8474.0,65772.06
70,Female,Germany,Quantitative Analyst,32028.0,2528.92,10725.28,16862.58
23,Female,Australia,Broker,4811.96,10151.72,15310.78,1993.35
52,Other,Brazil,Broker,31044.84,22889.09,17501.61,93113.61
77,Female,Canada,Financial Advisor,25719.0,23322.26,8796.66,93528.47
58,Female,Germany,Financial Advisor,5783.9,21788.37,29772.24,78797.08
54,Other,UK,Broker,32490.27,1221.42,22123.29,37230.42
41,Other,France,Portfolio Manager,22383.2,4032.33,8260.85,15075.07
46,Male,Germany,Compliance Officer,10934.04,28089.68,19230.94,35733.21
66,Other,France,Broker,17733.87,2489.77,13089.37,72623.35
63,Male,Brazil,Broker,24655.9,2402.45,25816.85,33520.0
70,Female,Brazil,Market Strategist,4668.56,25077.6,9902.05,79591.29
48,Other,Canada,Financial Advisor,47884.71,19255.91,5676.23,67301.33
52,Other,India,Wealth Manager,33311.55,10582.1,1431.78,62997.96
77,Other,UK,Market Strategist,5216.5,5013.03,29530.06,93023.68
50,Female,Japan,Financial Advisor,41160.82,26530.9,10808.69,89341.63
69,Male,China,Broker,16195.49,29656.71,6654.53,71166.55
80,Female,Canada,Risk Manager,29880.3,1546.65,14778.47,19924.75
78,Female,Brazil,Quantitative Analyst,13929.43,16645.7,8784.6,93892.42
38,Other,USA,Financial Advisor,36696.96,7876.04,7025.36,22712.25
49,Male,India,Quantitative Analyst,36178.15,24979.99,18510.72,37258.32
40,Female,China,Trader,27646.97,10414.89,2291.71,82678.12
50,Other,USA,Compliance Officer,12122.19,21453.15,15294.34,20865.71
20,Female,Canada,Broker,12759.82,16208.73,11653.57,63860.32
35,Female,Germany,Wealth Manager,19204.85,16268.63,15999.25,45783.64
42,Other,Japan,Portfolio Manager,7336.11,25747.08,9647.2,62403.33
59,Other,France,Wealth Manager,16949.02,14138.61,17131.11,95805.08
48,Male,China,Market Strategist,34249.29,25375.71,2500.47,80836.43
71,Female,China,Quantitative Analyst,41559.18,10934.63,11315.96,29582.26
75,Other,Canada,Market Strategist,16695.86,5284.75,7163.08,5727.43
20,Other,China,Risk Manager,11756.15,13691.55,13170.79,96704.43
57,Male,France,Trader,41648.86,14975.76,11980.17,58517.24
63,Male,France,Wealth Manager,44546.13,14377.58,18953.95,17310.51
41,Other,USA,Wealth Manager,20560.07,24259.5,18881.29,62710.87
67,Male,Germany,Risk Manager,1442.52,16962.13,12430.27,4221.65
49,Other,France,Broker,34778.58,26658.9,5489.61,18752.2
64,Female,Japan,Financial Advisor,39223.26,15449.86,17478.31,63263.04
39,Male,China,Quantitative Analyst,999.41,6780.22,28997.14,40247.73
40,Female,USA,Quantitative Analyst,29792.04,3928.4,5604.01,32509.17
19,Female,Brazil,Compliance Officer,29459.6,26057.47,2118.32,65549.46
80,Female,USA,Compliance Officer,18997.52,1732.38,7973.61,86640.35
44,Other,Japan,Compliance Officer,37513.39,3572.41,12416.96,67859.11
59,Female,India,Quantitative Analyst,21466.13,1956.57,9220.34,46344.04
19,Female,USA,Financial Advisor,33871.12,12740.84,25049.56,65886.38
43,Female,Brazil,Broker,25904.15,16001.84,14816.18,69565.22
34,Other,France,Trader,12498.38,645.25,7421.53,77505.06
57,Female,Australia,Trader,30364.39,15491.81,28508.46,30704.84
50,Female,Australia,Risk Manager,36871.73,11843.1,3795.63,11443.37
26,Male,Australia,Analyst,48697.89,23220.67,3731.2,68188.01
60,Other,India,Portfolio Manager,19067.44,24907.2,7396.28,12108.48
71,Female,Brazil,Financial Advisor,3317.18,20564.77,2349.33,46201.46
65,Male,Japan,Analyst,49399.76,14231.19,22562.0,23070.16
56,Other,Canada,Market Strategist,31227.95,6523.65,9418.68,33207.1
46,Other,Australia,Compliance Officer,47327.88,25421.09,21908.65,47062.46
59,Other,Canada,Market Strategist,5280.97,10282.99,22893.99,89617.66
72,Other,India,Trader,17167.49,10720.94,7163.68,68042.37
43,Other,Canada,Portfolio Manager,6783.44,27484.55,15574.99,17163.67
52,Other,China,Analyst,41791.96,29269.14,15611.79,87944.74
67,Female,India,Wealth Manager,44029.1,26949.02,26147.36,50054.3
42,Female,Canada,Broker,25115.45,29947.13,817.64,20425.4
41,Female,USA,Portfolio Manager,9411.65,26073.82,9538.17,52743.82
30,Female,Australia,Quantitative Analyst,6443.24,21145.51,26480.56,19092.57
77,Male,Germany,Portfolio Manager,29449.39,8849.89,7142.26,36732.51
75,Female,UK,Risk Manager,25368.18,28591.06,4149.56,80552.39
24,Other,India,Quantitative Analyst,34769.98,26304.97,17305.37,65861.55
74,Female,France,Analyst,15329.84,7260.37,9211.01,47794.19
53,Female,UK,Market Strategist,20178.16,14700.42,14045.47,22643.93
62,Other,Japan,Broker,1165.92,2148.17,24609.38,28216.94
37,Female,India,Risk Manager,30546.14,28601.6,15644.87,97823.64
18,Female,India,Portfolio Manager,21214.86,17204.41,15500.9,34293.68
25,Female,Canada,Trader,45996.26,7393.76,8381.57,61612.76
63,Male,India,Quantitative Analyst,32125.14,8807.36,23796.32,49974.82
33,Female,Australia,Analyst,19994.86,29420.66,22207.45,2310.41
31,Other,Brazil,Analyst,13253.1,18487.65,7061.91,94467.48
29,Other,Brazil,Wealth Manager,45273.72,12649.46,9634.14,8792.93
68,Female,Japan,Market Strategist,911.63,15020.37,23669.41,65870.77
40,Female,China,Compliance Officer,16412.93,3001.57,10763.65,81102.43
32,Female,Germany,Risk Manager,47180.93,2296.93,12136.61,74873.47
45,Other,China,Trader,32736.25,17801.6,10964.15,80925.03
51,Other,Australia,Market Strategist,26682.68,15384.52,4890.89,73972.0
19,Male,Australia,Analyst,10256.38,10806.64,10259.85,44557.22
49,Male,USA,Compliance Officer,41685.4,17005.11,24097.91,89627.46
40,Male,Brazil,Portfolio Manager,10289.53,2226.64,14757.71,91244.11
80,Other,UK,Analyst,12487.85,28322.54,13773.61,43695.49
39,Male,France,Risk Manager,9673.37,8846.67,4732.72,48477.63
68,Female,India,Broker,7991.66,2199.77,5368.22,48564.64
42,Female,Germany,Broker,47670.29,5126.65,1336.36,27890.28
75,Other,France,Analyst,30141.38,2909.44,467.97,11493.66
80,Male,China,Risk Manager,31928.07,5399.2,14666.02,26197.95
79,Female,France,Quantitative Analyst,47720.84,12531.78,12306.51,84410.38
78,Other,USA,Compliance Officer,11605.7,22154.62,8297.56,54305.62
39,Male,Germany,Financial Advisor,395.29,8206.83,29701.89,85019.81
75,Female,Germany,Analyst,29984.29,13106.0,11969.99,74516.19
75,Male,USA,Market Strategist,25441.46,27866.28,23675.96,34861.45
39,Other,Australia,Portfolio Manager,23934.75,8909.86,6355.84,18531.25
66,Male,USA,Wealth Manager,3187.82,23851.86,7448.88,56721.98
69,Other,Australia,Market Strategist,22776.3,4776.62,17073.32,93585.67
59,Male,UK,Broker,14449.22,5390.74,170.65,83941.52
23,Female,Japan,Wealth Manager,13800.78,13711.78,571.89,76383.55
32,Other,Australia,Quantitative Analyst,11196.84,7061.36,4309.45,76417.41
71,Other,France,Quantitative Analyst,16693.17,27095.69,6732.48,52775.33
60,Other,Australia,Compliance Officer,17721.34,1570.03,15859.09,16952.64
77,Male,Japan,Compliance Officer,15507.91,17938.31,20602.57,28554.46
54,Male,China,Trader,48939.76,18146.67,9390.77,57789.28
50,Female,India,Quantitative Analyst,46643.28,2027.48,7210.17,31635.34
25,Other,USA,Broker,28768.05,21990.3,24693.19,78156.68
70,Other,India,Compliance Officer,49054.64,14093.48,4925.17,37321.68
77,Male,USA,Analyst,49560.78,21706.05,20365.88,11389.65
61,Male,UK,Broker,17861.39,24816.4,27943.35,78254.44
61,Female,Brazil,Analyst,22314.86,9720.84,7004.72,69813.02
22,Female,France,Market Strategist,47957.18,14560.35,2654.61,25315.69
56,Male,France,Trader,30470.45,7859.79,29393.78,98111.52
21,Other,China,Portfolio Manager,10725.16,6085.33,8159.68,40318.95
23,Female,Brazil,Portfolio Manager,34500.1,67.81,8306.11,68046.07
62,Male,Brazil,Risk Manager,10366.73,28910.76,14538.98,91044.84
49,Male,USA,Portfolio Manager,17033.95,13255.81,6970.18,15599.66
69,Other,France,Compliance Officer,11455.25,441.44,29786.53,87902.18
47,Male,France,Broker,12324.51,317.71,1336.83,70391.29
64,Male,Brazil,Portfolio Manager,332.31,8686.16,13571.62,16756.28
52,Female,USA,Wealth Manager,44047.37,467.43,16472.98,66451.22
72,Male,Australia,Trader,14869.93,11266.71,14035.18,87457.56
57,Male,Australia,Portfolio Manager,4410.08,1935.01,15639.66,79901.54
69,Female,Japan,Portfolio Manager,4440.67,1225.59,29628.0,76060.7
33,Other,Canada,Compliance Officer,27845.31,20097.97,26313.2,16133.61
30,Other,Germany,Quantitative Analyst,49646.74,27209.9,9287.89,19062.41
67,Female,UK,Financial Advisor,7336.62,12311.13,16566.74,54771.65
77,Female,USA,Analyst,5071.13,25111.27,59.31,58014.6
59,Other,Australia,Compliance Officer,21971.36,926.5,12316.59,94362.41
47,Other,China,Portfolio Manager,28210.23,23341.82,4958.03,46868.13
36,Other,Germany,Compliance Officer,14789.58,1930.86,21355.25,30250.26
34,Other,Germany,Market Strategist,15195.85,25161.26,6671.63,19077.29
73,Other,Germany,Compliance Officer,21281.38,26476.87,22479.42,5417.1
80,Female,Brazil,Analyst,15775.87,23589.92,9429.14,6865.36
36,Male,Japan,Compliance Officer,45775.05,24631.43,27778.57,57416.69
45,Other,China,Risk Manager,2193.53,16866.46,13390.23,17626.2
75,Other,Canada,Market Strategist,11805.05,7983.3,25193.56,85161.71
72,Male,China,Financial Advisor,40446.78,19314.77,18863.57,59647.18
43,Male,China,Quantitative Analyst,41714.51,13214.27,29323.08,86488.66
54,Male,USA,Broker,5666.6,209.83,22294.55,42746.18
43,Male,Japan,Quantitative Analyst,48690.8,14330.93,21844.71,59577.7
70,Male,India,Portfolio Manager,34698.41,19553.08,7982.74,52542.83
79,Male,Japan,Analyst,13702.39,465.82,15170.55,98667.67
40,Female,India,Risk Manager,22856.29,18659.74,8738.9,79681.99
80,Male,Canada,Risk Manager,14927.22,19593.33,627.84,59540.01
26,Male,USA,Compliance Officer,7586.11,4785.32,21332.03,60658.6
29,Female,Brazil,Broker,14629.79,12960.67,7113.3,24880.17
70,Male,Germany,Financial Advisor,29046.59,28931.76,11949.85,73475.29
18,Other,USA,Broker,41315.89,26531.47,8574.93,98283.29
75,Other,Brazil,Trader,18240.1,12354.1,6029.09,12943.13
75,Male,USA,Risk Manager,17460.29,10527.9,2060.22,63726.12
18,Female,Brazil,Risk Manager,23453.23,3766.22,10169.8,51788.13
64,Other,USA,Portfolio Manager,32263.32,1103.91,2498.26,85041.12
51,Female,Japan,Wealth Manager,37605.65,8959.01,16232.56,4.69
49,Other,Japan,Quantitative Analyst,16407.3,28211.49,637.74,13658.49
79,Male,Japan,Trader,29358.99,28760.47,28203.6,3707.28
71,Female,Germany,Compliance Officer,19529.11,24384.95,28995.93,16293.33
65,Female,UK,Market Strategist,35848.35,10557.2,9174.38,70793.63
42,Female,France,Portfolio Manager,8317.28,4351.61,7842.83,13967.14
57,Other,India,Market Strategist,12920.55,17886.23,3176.94,62233.11
62,Other,Japan,Market Strategist,21360.41,19412.82,27152.32,86820.58
70,Other,UK,Financial Advisor,44481.8,12765.98,17626.57,3462.36
18,Male,India,Risk Manager,28708.96,20764.82,18323.24,2678.64
33,Other,USA,Broker,48273.27,22413.12,26880.9,98984.83
78,Male,Canada,Financial Advisor,5253.56,23502.7,27328.06,67327.46
56,Female,Brazil,Wealth Manager,23062.75,15093.83,24858.83,14069.52
80,Female,UK,Broker,21012.02,23759.64,23214.57,30669.2
22,Male,China,Market Strategist,30050.29,813.02,26323.37,98500.52
39,Other,Australia,Market Strategist,40617.03,20428.11,26285.32,22721.66
46,Male,UK,Risk Manager,42088.26,7107.24,11090.91,75282.66
72,Female,Japan,Compliance Officer,33542.71,8152.08,29203.07,24118.21
20,Female,Japan,Broker,32112.66,2784.49,21288.51,39846.76
29,Male,UK,Analyst,47456.57,5812.15,11137.77,88070.43
43,Other,Brazil,Quantitative Analyst,19246.0,29760.65,13289.38,2843.89
33,Other,India,Compliance Officer,41655.89,12490.93,20629.58,30723.52
68,Male,USA,Broker,46083.04,27836.57,10864.91,48719.27
54,Male,Australia,Quantitative Analyst,24627.81,4928.84,24805.4,62549.47
39,Other,USA,Portfolio Manager,36482.22,6161.56,4484.51,2824.17
74,Female,Germany,Risk Manager,18913.29,16756.51,27232.45,41067.1
46,Male,Brazil,Quantitative Analyst,8028.06,10518.5,9070.87,34428.72
31,Other,Japan,Broker,29366.54,19335.26,4623.75,2686.66
45,Other,Germany,Wealth Manager,9903.94,12690.29,25747.83,35536.77
22,Female,USA,Wealth Manager,22934.2,24357.34,7221.92,93168.83
64,Female,USA,Risk Manager,43656.68,12975.19,25309.7,27462.84
66,Female,Australia,Financial Advisor,4392.31,17191.86,8923.12,58559.13
47,Female,France,Financial Advisor,1618.38,9666.14,28019.24,29809.57
63,Female,USA,Wealth Manager,30363.24,21136.03,6611.38,10666.61
79,Male,India,Financial Advisor,16619.96,19659.29,2136.02,28972.35
69,Other,India,Broker,20955.09,11940.18,28099.11,47075.91
22,Male,UK,Wealth Manager,20344.96,8317.16,5010.49,29620.84
29,Male,Australia,Quantitative Analyst,4422.35,18442.43,28326.77,62416.93
33,Male,Australia,Risk Manager,277.96,28297.39,24728.12,94908.87
43,Male,Japan,Portfolio Manager,44931.32,4022.66,2503.67,6927.16
43,Male,USA,Quantitative Analyst,10968.15,23983.54,13381.8,71700.44
65,Female,France,Quantitative Analyst,21361.34,16312.6,2248.32,125.64
38,Female,China,Analyst,48599.1,15790.51,9927.11,102.15
56,Other,Germany,Market Strategist,41355.45,28852.44,10577.52,13291.94
53,Male,Australia,Risk Manager,5485.75,18195.95,18009.02,47993.05
50,Other,UK,Wealth Manager,25475.1,24924.01,29278.07,4800.4
79,Female,UK,Compliance Officer,36530.94,15458.59,5134.42,72215.18
47,Female,USA,Broker,34949.8,7533.11,9908.07,2928.15
54,Female,USA,Analyst,38066.01,20849.98,17633.72,49543.18
40,Male,China,Wealth Manager,22926.99,27699.15,5184.05,67609.86
75,Male,Canada,Portfolio Manager,8878.55,25244.84,21335.75,23755.06
27,Female,Canada,Market Strategist,23297.13,5990.99,12139.61,57929.81
71,Other,USA,Quantitative Analyst,32429.57,9540.83,28489.69,26178.14
22,Other,Brazil,Compliance Officer,30468.75,15530.58,18914.63,21409.73
53,Female,India,Financial Advisor,3619.05,17169.52,10924.27,81838.94
51,Other,India,Compliance Officer,3341.13,5854.73,21598.22,33291.33
69,Female,China,Broker,48266.37,6938.87,25170.7,81397.96
48,Other,China,Market Strategist,7675.09,22776.99,24024.37,21690.94
27,Female,Japan,Market Strategist,14793.68,21923.01,7919.79,35586.56
75,Other,France,Financial Advisor,38404.96,25184.3,12538.65,10265.88
36,Male,UK,Quantitative Analyst,20542.89,27991.25,13592.72,49650.04
75,Female,India,Portfolio Manager,9155.1,9282.42,11682.08,38159.43
49,Female,Brazil,Quantitative Analyst,23414.9,25794.87,9360.36,595.66
18,Other,USA,Broker,28490.6,19997.05,22594.8,46485.51
73,Female,Australia,Portfolio Manager,22693.05,28735.22,416.12,7441.46
22,Female,Brazil,Quantitative Analyst,45955.41,8198.62,8841.65,83695.6
62,Female,Japan,Market Strategist,14306.49,8126.66,4291.44,49369.32
21,Male,Brazil,Trader,33100.47,21143.59,3906.64,69005.07
33,Male,Australia,Analyst,5703.51,27855.9,8344.91,82113.6
41,Other,Germany,Portfolio Manager,19675.04,24745.45,22876.49,5117.79
33,Male,Canada,Trader,37075.56,21824.83,29084.18,33719.78
72,Other,Germany,Wealth Manager,11318.37,11649.91,15462.82,2511.78
